Gender,LearningStyle,Extracurricular,Internet,OnlineCourses,EduTech,Resources,FinalGrade,Age,StudyHours,Attendance,Motivation,Discussions,AssignmentCompletion,ExamScore,StressLevel
0,1,1,1,8,1,1,0,21,15,72,2,0,97,95,2
0,1,1,1,6,0,1,2,28,15,72,2,1,73,57,1
0,3,1,1,1,0,1,1,20,15,72,2,1,99,73,1
0,0,1,1,0,0,1,0,23,15,72,2,1,70,86,2
0,1,1,1,8,1,0,0,21,15,72,1,0,97,95,2
0,1,1,1,6,0,0,2,28,15,72,1,1,73,57,1
0,3,1,1,1,0,0,1,20,15,72,1,1,99,73,1
0,0,1,1,0,0,0,0,23,15,72,1,1,70,86,2
1,2,1,1,12,1,0,1,22,12,64,2,0,64,84,1
1,3,1,1,17,1,0,0,23,12,64,2,0,54,88,2
1,1,1,1,1,1,0,3,23,12,64,2,0,86,51,2
1,2,0,1,12,1,0,1,22,12,64,1,0,64,84,1
1,3,0,1,17,1,0,0,23,12,64,1,0,54,88,2
1,1,0,1,1,1,0,3,23,12,64,1,0,86,51,2
1,2,0,0,12,1,1,1,22,12,64,0,0,64,84,1
1,3,0,0,17,1,1,0,23,12,64,0,0,54,88,2
1,1,0,0,1,1,1,3,23,12,64,0,0,86,51,2
1,2,1,0,12,1,2,1,22,12,64,1,0,64,84,1
1,3,1,0,17,1,2,0,23,12,64,1,0,54,88,2
1,1,1,0,1,1,2,3,23,12,64,1,0,86,51,2
1,1,1,1,19,1,0,2,19,31,93,1,0,62,66,1
1,0,1,1,18,0,0,0,18,31,93,1,1,89,94,1
1,2,1,1,7,0,0,2,23,31,93,1,1,62,66,2
1,1,0,1,19,1,0,2,19,31,93,0,0,62,66,1
1,0,0,1,18,0,0,0,18,31,93,0,1,89,94,1
1,2,0,1,7,0,0,2,23,31,93,0,1,62,66,2
1,1,0,1,19,1,1,2,19,31,93,1,0,62,66,1
1,0,0,1,18,0,1,0,18,31,93,1,1,89,94,1
1,2,0,1,7,0,1,2,23,31,93,1,1,62,66,2
0,2,0,1,15,1,1,1,22,12,99,0,0,92,72,0
0,0,0,1,19,1,1,0,23,12,99,0,1,56,85,0
0,2,0,1,15,1,2,1,22,12,99,1,0,92,72,0
0,0,0,1,19,1,2,0,23,12,99,1,1,56,85,0
0,2,1,1,15,1,1,1,22,12,99,0,0,92,72,0
0,0,1,1,19,1,1,0,23,12,99,0,1,56,85,0
0,3,1,1,4,0,1,3,20,23,80,0,0,54,47,2
0,1,1,1,15,1,1,1,21,23,80,0,1,97,79,2
0,1,1,1,15,0,1,2,19,23,80,0,0,83,68,2
0,2,1,1,9,0,1,1,29,23,80,0,1,73,81,0
0,3,1,1,4,0,0,3,20,23,80,1,0,54,47,2
0,1,1,1,15,1,0,1,21,23,80,1,1,97,79,2
0,1,1,1,15,0,0,2,19,23,80,1,0,83,68,2
0,2,1,1,9,0,0,1,29,23,80,1,1,73,81,0
0,3,1,1,4,0,0,3,20,23,80,2,0,54,47,2
0,1,1,1,15,1,0,1,21,23,80,2,1,97,79,2
0,1,1,1,15,0,0,2,19,23,80,2,0,83,68,2
0,2,1,1,9,0,0,1,29,23,80,2,1,73,81,0
0,3,0,1,4,0,1,3,20,23,80,0,0,54,47,2
0,1,0,1,15,1,1,1,21,23,80,0,1,97,79,2
0,1,0,1,15,0,1,2,19,23,80,0,0,83,68,2
0,2,0,1,9,0,1,1,29,23,80,0,1,73,81,0
0,1,1,1,0,1,1,1,21,16,60,0,1,58,77,2
0,2,1,1,3,0,1,2,19,16,60,0,1,72,57,0
0,3,1,1,5,0,1,3,25,16,60,0,1,99,46,1
0,1,0,1,0,1,2,1,21,16,60,0,1,58,77,2
0,2,0,1,3,0,2,2,19,16,60,0,1,72,57,0
0,3,0,1,5,0,2,3,25,16,60,0,1,99,46,1
0,0,1,1,4,1,0,2,27,20,63,0,1,99,60,2
0,0,1,1,11,0,0,3,21,20,63,0,0,98,50,0
0,3,1,1,16,1,0,2,26,20,63,0,1,83,68,2
0,0,1,1,4,1,0,2,27,20,63,1,1,99,60,2
0,0,1,1,11,0,0,3,21,20,63,1,0,98,50,0
0,3,1,1,16,1,0,2,26,20,63,1,1,83,68,2
0,0,1,0,4,1,1,2,27,20,63,1,1,99,60,2
0,0,1,0,11,0,1,3,21,20,63,1,0,98,50,0
0,3,1,0,16,1,1,2,26,20,63,1,1,83,68,2
0,0,0,1,4,1,0,2,27,20,63,0,1,99,60,2
0,0,0,1,11,0,0,3,21,20,63,0,0,98,50,0
0,3,0,1,16,1,0,2,26,20,63,0,1,83,68,2
0,0,1,1,4,1,1,2,27,20,63,0,1,99,60,2
0,0,1,1,11,0,1,3,21,20,63,0,0,98,50,0
0,3,1,1,16,1,1,2,26,20,63,0,1,83,68,2
0,2,1,1,9,1,2,2,25,15,98,0,0,87,64,1
0,2,1,1,20,1,2,2,18,15,98,0,0,58,67,2
0,2,0,0,9,1,0,2,25,15,98,0,0,87,64,1
0,2,0,0,20,1,0,2,18,15,98,0,0,58,67,2
0,2,0,1,9,1,2,2,25,15,98,1,0,87,64,1
0,2,0,1,20,1,2,2,18,15,98,1,0,58,67,2
0,2,1,1,9,1,1,2,25,15,98,1,0,87,64,1
0,2,1,1,20,1,1,2,18,15,98,1,0,58,67,2
0,2,1,1,9,1,1,2,25,15,98,2,0,87,64,1
0,2,1,1,20,1,1,2,18,15,98,2,0,58,67,2
0,2,1,1,9,1,2,2,25,15,98,1,0,87,64,1
0,2,1,1,20,1,2,2,18,15,98,1,0,58,67,2
1,2,0,1,6,1,1,2,23,22,75,0,0,99,60,2
1,0,0,1,0,0,1,1,18,22,75,0,1,93,84,0
1,2,1,1,6,1,2,2,23,22,75,0,0,99,60,2
1,0,1,1,0,0,2,1,18,22,75,0,1,93,84,0
1,2,1,1,6,1,0,2,23,22,75,0,0,99,60,2
1,0,1,1,0,0,0,1,18,22,75,0,1,93,84,0
1,2,1,1,6,1,1,2,23,22,75,0,0,99,60,2
1,0,1,1,0,0,1,1,18,22,75,0,1,93,84,0
1,2,1,1,6,1,1,2,23,22,75,2,0,99,60,2
1,0,1,1,0,0,1,1,18,22,75,2,1,93,84,0
1,2,0,1,6,1,2,2,23,22,75,0,0,99,60,2
1,0,0,1,0,0,2,1,18,22,75,0,1,93,84,0
1,3,1,1,18,0,0,3,22,15,90,0,1,55,43,2
1,0,1,1,13,1,0,0,28,15,90,0,1,81,96,2
1,3,0,1,18,0,1,3,22,15,90,1,1,55,43,2
1,0,0,1,13,1,1,0,28,15,90,1,1,81,96,2
0,1,1,1,10,0,0,0,24,17,84,2,1,85,94,2
0,3,1,1,2,0,0,2,27,17,84,2,1,84,68,2
0,0,1,1,13,1,0,2,18,17,84,2,0,88,65,0
0,2,1,1,10,1,0,0,22,17,84,2,1,54,90,2
0,3,1,1,3,1,0,3,22,17,84,2,0,77,49,1
0,1,1,1,10,0,1,0,24,17,84,0,1,85,94,2
0,3,1,1,2,0,1,2,27,17,84,0,1,84,68,2
0,0,1,1,13,1,1,2,18,17,84,0,0,88,65,0
0,2,1,1,10,1,1,0,22,17,84,0,1,54,90,2
0,3,1,1,3,1,1,3,22,17,84,0,0,77,49,1
0,1,0,1,10,0,2,0,24,17,84,1,1,85,94,2
0,3,0,1,2,0,2,2,27,17,84,1,1,84,68,2
0,0,0,1,13,1,2,2,18,17,84,1,0,88,65,0
0,2,0,1,10,1,2,0,22,17,84,1,1,54,90,2
0,3,0,1,3,1,2,3,22,17,84,1,0,77,49,1
0,1,1,1,10,0,2,0,24,17,84,1,1,85,94,2
0,3,1,1,2,0,2,2,27,17,84,1,1,84,68,2
0,0,1,1,13,1,2,2,18,17,84,1,0,88,65,0
0,2,1,1,10,1,2,0,22,17,84,1,1,54,90,2
0,3,1,1,3,1,2,3,22,17,84,1,0,77,49,1
0,2,0,1,8,1,2,1,18,25,85,2,1,69,70,2
0,0,0,1,14,1,2,3,21,25,85,2,0,96,50,2
0,0,0,1,15,1,2,1,24,25,85,2,1,78,76,1
0,2,0,1,8,1,1,1,18,25,85,0,1,69,70,2
0,0,0,1,14,1,1,3,21,25,85,0,0,96,50,2
0,0,0,1,15,1,1,1,24,25,85,0,1,78,76,1
0,2,1,1,8,1,1,1,18,25,85,1,1,69,70,2
0,0,1,1,14,1,1,3,21,25,85,1,0,96,50,2
0,0,1,1,15,1,1,1,24,25,85,1,1,78,76,1
0,2,0,1,8,1,2,1,18,25,85,1,1,69,70,2
0,0,0,1,14,1,2,3,21,25,85,1,0,96,50,2
0,0,0,1,15,1,2,1,24,25,85,1,1,78,76,1
0,0,1,1,14,1,1,0,20,23,86,0,1,81,85,2
0,0,1,1,14,1,2,0,20,23,86,0,1,81,85,2
0,0,1,1,14,1,2,0,20,23,86,1,1,81,85,2
0,0,0,1,14,1,1,0,20,23,86,0,1,81,85,2
0,0,1,1,14,1,1,0,20,23,86,2,1,81,85,2
0,0,0,1,14,1,2,0,20,23,86,0,1,81,85,2
1,1,0,1,15,1,1,2,19,14,85,0,1,58,56,0
1,0,0,1,15,1,1,2,23,14,85,0,0,88,65,2
1,3,0,1,17,1,1,0,19,14,85,0,0,73,87,2
1,1,1,1,15,1,1,2,19,14,85,0,1,58,56,0
1,0,1,1,15,1,1,2,23,14,85,0,0,88,65,2
1,3,1,1,17,1,1,0,19,14,85,0,0,73,87,2
1,1,1,1,15,1,2,2,19,14,85,1,1,58,56,0
1,0,1,1,15,1,2,2,23,14,85,1,0,88,65,2
1,3,1,1,17,1,2,0,19,14,85,1,0,73,87,2
1,1,1,1,15,1,0,2,19,14,85,1,1,58,56,0
1,0,1,1,15,1,0,2,23,14,85,1,0,88,65,2
1,3,1,1,17,1,0,0,19,14,85,1,0,73,87,2
1,1,0,1,15,1,1,2,19,14,85,1,1,58,56,0
1,0,0,1,15,1,1,2,23,14,85,1,0,88,65,2
1,3,0,1,17,1,1,0,19,14,85,1,0,73,87,2
1,0,0,1,19,1,1,3,25,21,82,1,1,78,46,2
1,1,0,1,19,1,1,0,19,21,82,1,1,80,91,0
1,0,1,1,19,1,0,3,25,21,82,2,1,78,46,2
1,1,1,1,19,1,0,0,19,21,82,2,1,80,91,0
1,0,1,1,19,1,2,3,25,21,82,0,1,78,46,2
1,1,1,1,19,1,2,0,19,21,82,0,1,80,91,0
1,0,0,1,19,1,2,3,25,21,82,1,1,78,46,2
1,1,0,1,19,1,2,0,19,21,82,1,1,80,91,0
1,0,0,1,19,1,2,3,25,21,82,2,1,78,46,2
1,1,0,1,19,1,2,0,19,21,82,2,1,80,91,0
1,3,1,1,3,1,1,0,19,25,99,2,0,99,97,2
1,1,1,1,15,0,1,3,18,25,99,2,0,80,48,1
1,3,0,0,3,1,1,0,19,25,99,1,0,99,97,2
1,1,0,0,15,0,1,3,18,25,99,1,0,80,48,1
1,3,0,1,3,1,1,0,19,25,99,1,0,99,97,2
1,1,0,1,15,0,1,3,18,25,99,1,0,80,48,1
1,3,0,1,3,1,2,0,19,25,99,1,0,99,97,2
1,1,0,1,15,0,2,3,18,25,99,1,0,80,48,1
1,3,0,1,3,1,2,0,19,25,99,2,0,99,97,2
1,1,0,1,15,0,2,3,18,25,99,2,0,80,48,1
1,3,1,1,3,1,1,0,19,25,99,1,0,99,97,2
1,1,1,1,15,0,1,3,18,25,99,1,0,80,48,1
1,2,1,1,9,0,0,2,20,10,89,0,1,70,58,0
1,3,1,1,13,1,0,2,27,10,89,0,0,82,57,0
1,3,1,1,5,1,0,0,21,10,89,0,1,62,94,0
1,2,1,1,9,0,1,2,20,10,89,1,1,70,58,0
1,3,1,1,13,1,1,2,27,10,89,1,0,82,57,0
1,3,1,1,5,1,1,0,21,10,89,1,1,62,94,0
0,1,1,1,1,1,0,2,23,16,95,0,0,91,59,2
0,2,1,1,10,0,0,0,29,16,95,0,0,66,89,1
0,1,0,1,1,1,0,2,23,16,95,0,0,91,59,2
0,2,0,1,10,0,0,0,29,16,95,0,0,66,89,1
0,1,1,1,1,1,1,2,23,16,95,2,0,91,59,2
0,2,1,1,10,0,1,0,29,16,95,2,0,66,89,1
0,1,0,0,1,1,0,2,23,16,95,0,0,91,59,2
0,2,0,0,10,0,0,0,29,16,95,0,0,66,89,1
0,1,0,1,1,1,0,2,23,16,95,1,0,91,59,2
0,2,0,1,10,0,0,0,29,16,95,1,0,66,89,1
1,3,1,1,18,1,2,1,18,23,69,1,1,69,80,2
1,3,1,1,18,1,1,1,18,23,69,1,1,69,80,2
1,3,1,1,18,1,0,1,18,23,69,2,1,69,80,2
1,3,1,0,18,1,0,1,18,23,69,0,1,69,80,2
0,2,0,1,4,1,0,1,28,15,63,0,1,93,78,1
1,1,0,1,0,1,0,3,23,9,79,2,0,69,53,1
1,1,0,1,2,1,0,2,19,9,79,2,1,91,58,1
1,1,0,1,2,1,0,2,24,9,79,2,0,81,66,1
0,1,1,0,15,0,1,1,23,10,81,1,0,64,82,2
0,1,1,0,13,1,1,0,21,10,81,1,1,90,94,2
0,3,1,0,1,1,1,3,27,10,81,1,1,52,50,0
0,1,1,0,13,0,1,2,29,10,81,1,0,93,61,1
0,1,1,1,15,0,2,1,23,10,81,1,0,64,82,2
0,1,1,1,13,1,2,0,21,10,81,1,1,90,94,2
0,3,1,1,1,1,2,3,27,10,81,1,1,52,50,0
0,1,1,1,13,0,2,2,29,10,81,1,0,93,61,1
1,1,1,1,0,0,2,3,19,20,93,1,0,65,54,2
1,1,1,1,16,1,2,0,23,20,93,1,1,55,99,0
1,2,1,1,6,0,2,2,23,20,93,1,1,65,56,2
1,3,1,1,19,1,2,3,23,20,93,1,1,51,47,1
1,1,1,1,0,0,1,3,19,20,93,0,0,65,54,2
1,1,1,1,16,1,1,0,23,20,93,0,1,55,99,0
1,2,1,1,6,0,1,2,23,20,93,0,1,65,56,2
1,3,1,1,19,1,1,3,23,20,93,0,1,51,47,1
1,1,1,1,0,0,0,3,19,20,93,1,0,65,54,2
1,1,1,1,16,1,0,0,23,20,93,1,1,55,99,0
1,2,1,1,6,0,0,2,23,20,93,1,1,65,56,2
1,3,1,1,19,1,0,3,23,20,93,1,1,51,47,1
1,1,1,1,0,0,1,3,19,20,93,1,0,65,54,2
1,1,1,1,16,1,1,0,23,20,93,1,1,55,99,0
1,2,1,1,6,0,1,2,23,20,93,1,1,65,56,2
1,3,1,1,19,1,1,3,23,20,93,1,1,51,47,1
1,1,0,1,0,0,2,3,19,20,93,1,0,65,54,2
1,1,0,1,16,1,2,0,23,20,93,1,1,55,99,0
1,2,0,1,6,0,2,2,23,20,93,1,1,65,56,2
1,3,0,1,19,1,2,3,23,20,93,1,1,51,47,1
1,1,0,1,0,0,1,3,19,20,93,2,0,65,54,2
1,1,0,1,16,1,1,0,23,20,93,2,1,55,99,0
1,2,0,1,6,0,1,2,23,20,93,2,1,65,56,2
1,3,0,1,19,1,1,3,23,20,93,2,1,51,47,1
1,1,0,1,0,0,0,3,19,20,93,1,0,65,54,2
1,1,0,1,16,1,0,0,23,20,93,1,1,55,99,0
1,2,0,1,6,0,0,2,23,20,93,1,1,65,56,2
1,3,0,1,19,1,0,3,23,20,93,1,1,51,47,1
1,3,1,1,5,0,1,2,19,22,78,0,1,95,60,2
1,3,1,1,20,1,1,1,27,22,78,0,1,58,73,1
1,3,1,1,2,0,1,2,22,22,78,0,0,87,65,0
1,3,1,1,5,0,2,2,19,22,78,1,1,95,60,2
1,3,1,1,20,1,2,1,27,22,78,1,1,58,73,1
1,3,1,1,2,0,2,2,22,22,78,1,0,87,65,0
1,3,0,1,5,0,1,2,19,22,78,1,1,95,60,2
1,3,0,1,20,1,1,1,27,22,78,1,1,58,73,1
1,3,0,1,2,0,1,2,22,22,78,1,0,87,65,0
1,3,1,1,5,0,1,2,19,22,78,1,1,95,60,2
1,3,1,1,20,1,1,1,27,22,78,1,1,58,73,1
1,3,1,1,2,0,1,2,22,22,78,1,0,87,65,0
1,3,0,1,5,0,2,2,19,22,78,0,1,95,60,2
1,3,0,1,20,1,2,1,27,22,78,0,1,58,73,1
1,3,0,1,2,0,2,2,22,22,78,0,0,87,65,0
1,3,1,1,5,0,2,2,19,22,78,0,1,95,60,2
1,3,1,1,20,1,2,1,27,22,78,0,1,58,73,1
1,3,1,1,2,0,2,2,22,22,78,0,0,87,65,0
1,3,0,1,5,0,0,2,19,22,78,2,1,95,60,2
1,3,0,1,20,1,0,1,27,22,78,2,1,58,73,1
1,3,0,1,2,0,0,2,22,22,78,2,0,87,65,0
0,0,0,1,13,1,0,3,25,24,81,1,0,64,43,2
0,2,0,1,5,0,0,1,20,24,81,1,1,97,83,1
1,1,0,1,5,1,0,3,27,10,62,2,0,97,51,1
1,1,0,1,0,1,0,2,20,10,62,2,1,60,68,2
1,2,0,1,7,0,0,1,20,10,62,2,1,95,83,1
1,1,0,1,2,0,0,2,24,10,62,2,0,98,65,1
1,2,0,1,6,1,0,2,23,10,62,2,0,79,59,2
1,1,0,1,5,1,1,3,27,10,62,2,0,97,51,1
1,1,0,1,0,1,1,2,20,10,62,2,1,60,68,2
1,2,0,1,7,0,1,1,20,10,62,2,1,95,83,1
1,1,0,1,2,0,1,2,24,10,62,2,0,98,65,1
1,2,0,1,6,1,1,2,23,10,62,2,0,79,59,2
1,1,0,1,5,1,2,3,27,10,62,1,0,97,51,1
1,1,0,1,0,1,2,2,20,10,62,1,1,60,68,2
1,2,0,1,7,0,2,1,20,10,62,1,1,95,83,1
1,1,0,1,2,0,2,2,24,10,62,1,0,98,65,1
1,2,0,1,6,1,2,2,23,10,62,1,0,79,59,2
1,1,0,1,13,1,1,3,25,20,85,2,1,52,53,1
1,2,0,1,1,1,1,2,28,20,85,2,0,98,67,2
1,3,0,1,16,1,1,1,28,20,85,2,1,50,75,2
1,2,0,1,18,1,1,1,20,20,85,2,0,97,81,1
1,3,0,1,16,1,1,3,22,20,85,2,1,54,41,1
1,1,1,1,13,1,1,3,25,20,85,0,1,52,53,1
1,2,1,1,1,1,1,2,28,20,85,0,0,98,67,2
1,3,1,1,16,1,1,1,28,20,85,0,1,50,75,2
1,2,1,1,18,1,1,1,20,20,85,0,0,97,81,1
1,3,1,1,16,1,1,3,22,20,85,0,1,54,41,1
1,1,0,1,13,1,0,3,25,20,85,0,1,52,53,1
1,2,0,1,1,1,0,2,28,20,85,0,0,98,67,2
1,3,0,1,16,1,0,1,28,20,85,0,1,50,75,2
1,2,0,1,18,1,0,1,20,20,85,0,0,97,81,1
1,3,0,1,16,1,0,3,22,20,85,0,1,54,41,1
1,1,1,1,13,1,0,3,25,20,85,1,1,52,53,1
1,2,1,1,1,1,0,2,28,20,85,1,0,98,67,2
1,3,1,1,16,1,0,1,28,20,85,1,1,50,75,2
1,2,1,1,18,1,0,1,20,20,85,1,0,97,81,1
1,3,1,1,16,1,0,3,22,20,85,1,1,54,41,1
1,1,0,1,13,1,1,3,25,20,85,0,1,52,53,1
1,2,0,1,1,1,1,2,28,20,85,0,0,98,67,2
1,3,0,1,16,1,1,1,28,20,85,0,1,50,75,2
1,2,0,1,18,1,1,1,20,20,85,0,0,97,81,1
1,3,0,1,16,1,1,3,22,20,85,0,1,54,41,1
1,3,1,1,1,1,0,3,23,13,93,2,0,99,53,2
1,3,1,1,20,1,0,1,23,13,93,2,1,94,75,0
1,3,1,1,15,1,0,0,23,13,93,2,1,58,96,2
1,1,1,1,7,0,0,3,29,13,93,2,1,89,41,1
1,3,1,1,1,1,2,3,23,13,93,1,0,99,53,2
1,3,1,1,20,1,2,1,23,13,93,1,1,94,75,0
1,3,1,1,15,1,2,0,23,13,93,1,1,58,96,2
1,1,1,1,7,0,2,3,29,13,93,1,1,89,41,1
1,3,0,1,1,1,2,3,23,13,93,0,0,99,53,2
1,3,0,1,20,1,2,1,23,13,93,0,1,94,75,0
1,3,0,1,15,1,2,0,23,13,93,0,1,58,96,2
1,1,0,1,7,0,2,3,29,13,93,0,1,89,41,1
0,2,1,1,7,1,2,2,21,20,84,2,1,83,66,1
0,2,1,1,7,1,2,2,21,20,84,1,1,83,66,1
0,2,0,1,7,1,0,2,21,20,84,1,1,83,66,1
0,2,0,1,7,1,0,2,21,20,84,0,1,83,66,1
1,1,0,1,7,1,2,0,26,15,84,0,0,59,95,2
1,0,0,1,15,0,2,1,19,15,84,0,1,82,79,2
1,2,0,1,2,0,2,2,26,15,84,0,0,74,65,1
1,1,0,1,4,1,2,2,22,15,84,0,1,54,69,1
1,1,0,1,7,1,1,0,26,15,84,1,0,59,95,2
1,0,0,1,15,0,1,1,19,15,84,1,1,82,79,2
1,2,0,1,2,0,1,2,26,15,84,1,0,74,65,1
1,1,0,1,4,1,1,2,22,15,84,1,1,54,69,1
1,1,1,1,7,1,0,0,26,15,84,1,0,59,95,2
1,0,1,1,15,0,0,1,19,15,84,1,1,82,79,2
1,2,1,1,2,0,0,2,26,15,84,1,0,74,65,1
1,1,1,1,4,1,0,2,22,15,84,1,1,54,69,1
1,3,1,1,9,1,0,2,25,18,67,0,1,78,56,2
1,0,1,1,4,1,0,0,19,18,67,0,0,76,100,2
1,3,1,1,9,1,2,2,25,18,67,1,1,78,56,2
1,0,1,1,4,1,2,0,19,18,67,1,0,76,100,2
1,3,0,1,9,1,0,2,25,18,67,0,1,78,56,2
1,0,0,1,4,1,0,0,19,18,67,0,0,76,100,2
1,3,0,1,9,1,1,2,25,18,67,2,1,78,56,2
1,0,0,1,4,1,1,0,19,18,67,2,0,76,100,2
1,3,1,1,9,1,1,2,25,18,67,2,1,78,56,2
1,0,1,1,4,1,1,0,19,18,67,2,0,76,100,2
1,1,0,1,8,1,2,3,27,17,99,1,1,81,43,1
1,2,0,1,8,1,2,1,27,17,99,1,1,99,74,2
1,1,0,0,8,1,1,3,27,17,99,0,1,81,43,1
1,2,0,0,8,1,1,1,27,17,99,0,1,99,74,2
1,1,0,1,8,1,1,3,27,17,99,0,1,81,43,1
1,2,0,1,8,1,1,1,27,17,99,0,1,99,74,2
1,1,1,1,8,1,1,3,27,17,99,1,1,81,43,1
1,2,1,1,8,1,1,1,27,17,99,1,1,99,74,2
1,2,0,1,7,0,0,1,25,13,69,1,0,66,77,2
1,3,0,1,7,1,0,1,19,13,69,1,1,91,75,0
1,1,0,1,9,1,0,2,25,13,69,1,0,62,55,2
1,2,0,1,7,0,2,1,25,13,69,0,0,66,77,2
1,3,0,1,7,1,2,1,19,13,69,0,1,91,75,0
1,1,0,1,9,1,2,2,25,13,69,0,0,62,55,2
0,2,1,1,16,1,1,0,27,23,67,1,0,70,93,0
0,2,0,1,16,1,1,0,27,23,67,2,0,70,93,0
0,2,1,1,16,1,2,0,27,23,67,1,0,70,93,0
0,2,1,1,16,1,2,0,27,23,67,0,0,70,93,0
0,2,0,1,16,1,0,0,27,23,67,1,0,70,93,0
1,0,1,1,20,1,2,2,23,29,87,2,1,69,59,0
1,2,1,1,9,1,1,2,20,5,84,2,1,74,65,2
1,2,1,0,9,1,1,2,20,5,84,0,1,74,65,2
0,2,1,0,13,0,0,3,21,19,96,0,1,72,54,0
0,0,1,0,4,1,0,2,20,19,96,0,1,62,65,1
0,0,1,0,1,0,0,1,24,19,96,0,0,66,72,2
0,2,1,0,15,1,0,1,29,19,96,0,1,98,73,1
0,2,0,1,13,0,1,3,21,19,96,2,1,72,54,0
0,0,0,1,4,1,1,2,20,19,96,2,1,62,65,1
0,0,0,1,1,0,1,1,24,19,96,2,0,66,72,2
0,2,0,1,15,1,1,1,29,19,96,2,1,98,73,1
0,2,1,1,13,0,1,3,21,19,96,2,1,72,54,0
0,0,1,1,4,1,1,2,20,19,96,2,1,62,65,1
0,0,1,1,1,0,1,1,24,19,96,2,0,66,72,2
0,2,1,1,15,1,1,1,29,19,96,2,1,98,73,1
1,0,1,1,13,1,2,3,27,19,76,0,1,83,54,2
1,2,1,1,3,1,2,0,21,19,76,0,0,72,90,1
1,0,0,1,13,1,0,3,27,19,76,1,1,83,54,2
1,2,0,1,3,1,0,0,21,19,76,1,0,72,90,1
1,0,1,1,13,1,1,3,27,19,76,1,1,83,54,2
1,2,1,1,3,1,1,0,21,19,76,1,0,72,90,1
1,0,1,1,13,1,0,3,27,19,76,1,1,83,54,2
1,2,1,1,3,1,0,0,21,19,76,1,0,72,90,1
0,2,0,1,1,1,1,0,19,27,95,2,1,63,91,0
0,2,0,1,1,1,2,0,19,27,95,2,1,63,91,0
0,2,1,1,1,1,1,0,19,27,95,2,1,63,91,0
0,2,1,1,1,1,2,0,19,27,95,2,1,63,91,0
1,1,1,1,3,1,2,0,29,22,97,1,1,73,89,1
1,0,1,1,5,0,2,1,20,22,97,1,1,79,77,2
1,2,1,1,8,1,2,2,26,22,97,1,1,66,65,2
1,1,1,1,3,1,1,0,29,22,97,2,1,73,89,1
1,0,1,1,5,0,1,1,20,22,97,2,1,79,77,2
1,2,1,1,8,1,1,2,26,22,97,2,1,66,65,2
1,1,0,1,3,1,1,0,29,22,97,2,1,73,89,1
1,0,0,1,5,0,1,1,20,22,97,2,1,79,77,2
1,2,0,1,8,1,1,2,26,22,97,2,1,66,65,2
1,1,0,1,3,1,1,0,29,22,97,1,1,73,89,1
1,0,0,1,5,0,1,1,20,22,97,1,1,79,77,2
1,2,0,1,8,1,1,2,26,22,97,1,1,66,65,2
1,1,1,0,3,1,1,0,29,22,97,1,1,73,89,1
1,0,1,0,5,0,1,1,20,22,97,1,1,79,77,2
1,2,1,0,8,1,1,2,26,22,97,1,1,66,65,2
1,1,1,1,3,1,1,0,29,22,97,1,1,73,89,1
1,0,1,1,5,0,1,1,20,22,97,1,1,79,77,2
1,2,1,1,8,1,1,2,26,22,97,1,1,66,65,2
1,0,1,1,13,0,1,0,27,22,72,1,0,50,87,1
1,0,0,1,13,0,1,0,27,22,72,0,0,50,87,1
1,0,1,1,13,0,0,0,27,22,72,2,0,50,87,1
1,0,0,0,13,0,2,0,27,22,72,0,0,50,87,1
1,2,1,1,6,1,1,2,28,18,95,0,1,55,57,0
1,2,1,1,11,0,1,0,29,18,95,0,1,53,99,2
1,1,1,1,4,0,1,3,18,18,95,0,0,85,51,2
1,2,1,1,6,1,1,2,28,18,95,2,1,55,57,0
1,2,1,1,11,0,1,0,29,18,95,2,1,53,99,2
1,1,1,1,4,0,1,3,18,18,95,2,0,85,51,2
1,2,0,1,6,1,2,2,28,18,95,1,1,55,57,0
1,2,0,1,11,0,2,0,29,18,95,1,1,53,99,2
1,1,0,1,4,0,2,3,18,18,95,1,0,85,51,2
1,2,1,1,6,1,2,2,28,18,95,2,1,55,57,0
1,2,1,1,11,0,2,0,29,18,95,2,1,53,99,2
1,1,1,1,4,0,2,3,18,18,95,2,0,85,51,2
1,3,0,1,11,1,1,1,23,17,91,2,0,94,81,2
1,2,0,1,20,1,1,1,28,17,91,2,0,54,75,2
1,3,1,1,11,1,1,1,23,17,91,1,0,94,81,2
1,2,1,1,20,1,1,1,28,17,91,1,0,54,75,2
1,3,1,1,11,1,0,1,23,17,91,0,0,94,81,2
1,2,1,1,20,1,0,1,28,17,91,0,0,54,75,2
1,3,1,1,11,1,0,1,23,17,91,1,0,94,81,2
1,2,1,1,20,1,0,1,28,17,91,1,0,54,75,2
0,1,1,1,1,1,2,2,22,22,71,2,1,59,61,2
0,1,1,1,19,1,2,0,22,22,71,2,1,73,97,2
0,1,1,1,12,1,2,2,28,22,71,2,0,51,57,2
0,1,0,0,1,1,1,2,22,22,71,1,1,59,61,2
0,1,0,0,19,1,1,0,22,22,71,1,1,73,97,2
0,1,0,0,12,1,1,2,28,22,71,1,0,51,57,2
0,1,1,1,1,1,1,2,22,22,71,0,1,59,61,2
0,1,1,1,19,1,1,0,22,22,71,0,1,73,97,2
0,1,1,1,12,1,1,2,28,22,71,0,0,51,57,2
0,1,1,1,1,1,0,2,22,22,71,0,1,59,61,2
